spec,lemma,best_avg_acc,sense1,sense2
[0],background,0.6594,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1224298.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1224298.001
[0],reading,0.5476,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283249.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283259.001
[0],account,0.5700000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219574.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219574.001
[0],line,0.5643,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263591.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263591.025
[0],deep,0.5985,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1238936.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1238936.008
[0],further,0.5445,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1249623.011,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1249623.006
[0],degree,0.5904999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1239101.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1239101.012
[0],whole,0.5704,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306243.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306243.006
[0],movement,0.5574,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1269573.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1269573.009
[0],big,0.5801999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1226340.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1226340.010
[0],follow,0.5506,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248194.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248194.006
[0],fail,0.5789,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246013.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246013.005
[0],race,0.7271999999999998,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282615.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282614.012
[0],must,0.5493000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1270091.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1270091.004
[0],ground,0.6679999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1252457.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1252457.011
[0],shake,0.6025,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289619.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289619.001
[0],pay,0.542,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1276209.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1276209.008
[0],solution,0.6224999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1292287.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1292287.003
[0],better,0.5281,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1226175.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1226175.006
[0],gather,0.6395000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250220.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250220.001
[0],part,0.5267000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1275784.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1275784.009
[0],get,0.5234000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250696.006,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250696.019
[0],scene,0.5589000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287660.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287660.008
[0],study,0.7314,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295106.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295106.015
[0],note,0.7806,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1272172.013,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1272172.001
[0],best,0.5347999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1226116.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1251501.004
[0],win,0.5405,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306499.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306499.001
[0],story,0.5932000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294727.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294727.006
[0],contact,0.5822,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235578.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235578.006
[0],witness,0.8301999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306793.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306793.008
[0],tax,0.5771,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1297266.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1297266.003
[0],white,0.5993,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306086.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306086.010
[0],call,0.5281,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1230162.015,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1230162.001
[0],most,0.5551999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1269360.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1269360.007
[0],sex,0.6384,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289462.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289462.003
[0],chest,0.5653,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1232499.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1232499.004
[0],pass,0.5554,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1275903.021,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1275903.005
[0],full,0.5462,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1249427.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1249427.001
[0],dry,0.7317,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1242243.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1242243.018
[0],turn,0.5278,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1301051.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1301051.015
[0],how,0.5176000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1256048.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1256048.004
[0],history,0.5519999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1255151.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1255151.003
[0],case,0.5336000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231100.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231100.009
[0],look,0.5250999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1264302.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1264302.013
[0],side,0.5468,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290484.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290484.015
[0],really,0.5468,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283295.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283295.004
[0],far,0.5578999999999998,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246250.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246250.001
[0],place,0.7190000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1278491.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1278491.024
[0],up,0.6291,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1302984.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1302984.012
[0],continue,0.7171,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235657.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235657.006
[0],abandon,0.6202000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219230.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219230.003
[0],live,0.536,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263900.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263900.008
[0],take,0.5166000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1296844.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1296844.027
[0],view,0.5431,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1304221.007,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1304221.001
[0],mean,0.8089000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266763.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266773.001
[0],certain,0.5394,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231804.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231804.001
[0],stress,0.6578,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294921.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294921.007
[0],imagine,0.6078,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1257152.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1257152.003
[0],complete,0.8661,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234960.007,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234960.001
[0],character,0.5724,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1232127.011,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1232127.007
[0],play,0.5366,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1278708.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1278708.007
[0],believe,0.5441000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1225789.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1225789.005
[0],cover,0.5577,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1236650.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1236650.008
[0],run,0.5678,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1286272.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1286272.031
[0],free,0.5717999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248904.015,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248904.001
[0],strike,0.6288,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294954.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294954.017
[0],sense,0.5489999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289077.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289077.007
[0],raise,0.5982999999999998,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282868.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282868.008
[0],save,0.5866,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287428.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287428.009
[0],spot,0.7323999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293414.007,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293414.015
[0],commit,0.6084999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234770.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234770.002
[0],school,0.5762999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287761.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287761.006
[0],property,0.682,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281159.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281159.005
[0],then,0.5246999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1298166.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1298166.004
[0],measure,0.7870000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266792.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266792.024
[0],draw,0.6095,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1241991.011,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1241991.023
[0],beat,0.6780000000000002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1225482.011,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1225482.001
[0],rise,0.5694,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1285302.024,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1285302.001
[0],gradient,0.6311,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1251738.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1251738.004
[0],central,0.6466999999999998,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231691.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231691.004
[0],depth,0.6494,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1239575.006,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1239575.001
[0],day,0.5292,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1238506.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1238506.007
[0],think,0.5803,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1298366.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1298366.004
[0],move,0.6029,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1269570.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1269570.011
[0],agree,0.5818,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1220472.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1220472.003
[0],purchase,0.643,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281893.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281893.004
[0],break,0.5860000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1228580.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1228580.017
[0],action,0.5528000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219785.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219785.009
[0],serve,0.5343,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289303.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289303.014
[0],head,0.7725,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1253938.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1253938.048
[0],write,0.5410999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307274.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307274.005
[0],touch,0.7295,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299578.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299578.023
[0],bother,0.6319000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1228080.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1228080.001
[0],art,0.9099999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1223070.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1223070.004
[0],direct,0.7654,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1240564.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1240564.013
[0],once,0.5399,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273373.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273373.003
[0],record,0.7436999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283496.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283496.009
[0],can,0.9002000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1230339.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1236433.001
[0],stage,0.5786,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293716.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293716.005
[0],failure,0.6123999999999998,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246019.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246019.005
[0],here,0.549,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1254554.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1254554.008
[0],hand,0.7752,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1253370.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1253370.023
[0],rule,0.8184999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1286231.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1286231.010
[0],protest,0.7372000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281311.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281311.001
[0],fit,0.7275,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247403.015,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247403.012
[0],production,0.5694,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280958.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280958.006
[0],remove,0.5512,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284193.018,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284193.014
[0],control,0.5719,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235733.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235733.013
[0],approach,0.8098000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1222560.009,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1222560.001
[0],material,0.5372000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266478.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266478.004
[0],rate,0.5367999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283088.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283088.001
[0],point,0.6759999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1279055.011,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1279055.057
[0],drop,0.7887000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1242150.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1242150.024
[0],ride,0.5984,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1285067.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1285067.020
[0],stay,0.5432,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294061.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294061.001
[0],faith,0.6102000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246069.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246069.001
[0],release,0.6298000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284085.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284085.003
[0],recognize,0.5638,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283463.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283463.001
[0],claim,0.6060000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1233473.007,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1233473.008
[0],check,0.7045,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1232322.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1232323.001
[0],show,0.5323,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290298.015,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290298.001
[0],when,0.5255,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305963.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305963.005
[0],like,0.5401,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263474.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263474.001
[0],so,0.5408000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1291940.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1291940.012
[0],old,0.5307000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273160.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273160.005
[0],site,0.5681,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1291008.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1291008.004
[0],figure,0.5317999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246988.010,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246988.006
[0],living,0.6268,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263900.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263900.001
[0],still,0.5607000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294414.007,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294414.009
[0],center,0.5393000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231656.010,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231656.001
