spec,lemma,best_avg_acc,sense1,sense2,pos1,pos2,sense1_freq,sense2_freq,max_samp
elmo,tax,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1297266.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1297266.003,NOUN,VERB,167,21,2000
elmo,get,0.6013,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250696.006,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250696.019,VERB,VERB,351,238,2000
elmo,right,0.9524000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1285123.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1285123.022,ADJ,NOUN,199,179,2000
elmo,recognize,0.8041,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283463.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283463.001,VERB,VERB,80,54,2000
elmo,ground,0.7971999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1252457.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1252457.011,NOUN,NOUN,111,25,2000
elmo,significant,0.6485,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290641.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290641.004,ADJ,ADJ,41,21,2000
elmo,sex,0.7617,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289462.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289462.003,NOUN,NOUN,27,24,2000
elmo,think,0.7611000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1298366.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1298366.004,VERB,VERB,881,324,2000
elmo,need,0.9862,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1270832.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1270832.005,VERB,NOUN,395,72,2000
elmo,still,0.6304000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294414.007,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294414.009,ADV,ADV,348,71,2000
elmo,post,0.9794,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1279744.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1279744.011,VERB,NOUN,95,39,2000
elmo,live,0.7333000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263900.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263900.008,VERB,VERB,188,189,2000
elmo,act,0.9994,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219772.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219772.019,VERB,NOUN,67,57,2000
elmo,lot,0.7235999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1264426.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1264426.001,ADV,PRON,30,30,2000
elmo,free,0.9316000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248904.015,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248904.001,ADJ,ADJ,55,42,2000
elmo,thus,0.7069,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1298662.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1298662.002,ADV,ADV,108,33,2000
elmo,far,0.7430000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246250.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246250.001,ADV,ADV,83,38,2000
elmo,grow,0.8279,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1252535.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1252535.006,VERB,VERB,115,86,2000
elmo,cool,0.7975,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235852.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235852.008,ADJ,ADJ,32,23,2000
elmo,south,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1292573.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1292573.014,NOUN,ADV,44,24,2000
elmo,stop,0.7826000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294654.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294654.007,VERB,VERB,162,38,2000
elmo,file,0.9902,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247009.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247009.001,VERB,NOUN,86,85,2000
elmo,history,0.693,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1255151.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1255151.003,NOUN,NOUN,68,57,2000
elmo,building,0.9506,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1229308.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1229308.002,NOUN,NOUN,177,21,2000
elmo,control,0.9287000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235733.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235733.013,NOUN,VERB,160,91,2000
elmo,paper,0.6621,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1275395.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1275395.012,NOUN,NOUN,119,54,2000
elmo,fast,0.5959000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246352.013,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246352.001,ADV,ADJ,47,41,2000
elmo,alone,0.8668000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1221143.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1221143.005,ADV,ADV,97,59,2000
elmo,new,0.571,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1271187.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1271187.007,ADJ,ADJ,316,118,2000
elmo,how,0.915,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1256048.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1256048.004,ADV,ADV,258,160,2000
elmo,around,0.8176,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1223011.011,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1223011.016,ADV,ADV,32,26,2000
elmo,help,0.9555,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1254325.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1254325.010,VERB,NOUN,564,104,2000
elmo,character,0.9084,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1232127.011,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1232127.007,NOUN,NOUN,76,42,2000
elmo,name,0.9876000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1270390.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1270390.005,NOUN,VERB,285,100,2000
elmo,position,0.6782999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1279710.009,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1279710.015,NOUN,NOUN,53,34,2000
elmo,spot,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293414.007,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293414.015,NOUN,VERB,49,28,2000
elmo,poor,0.8254999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1279501.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1279501.001,ADJ,ADJ,40,29,2000
elmo,agent,0.8872,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1220395.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1220395.001,NOUN,NOUN,82,38,2000
elmo,study,0.975,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295106.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295106.015,NOUN,VERB,177,134,2000
elmo,pass,0.9747,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1275903.021,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1275903.005,VERB,VERB,59,60,2000
elmo,indeed,0.6164999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1257641.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1257641.001,ADV,ADV,50,30,2000
elmo,officer,0.6596,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1272989.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1272989.004,NOUN,NOUN,67,37,2000
elmo,faith,0.7215,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246069.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246069.001,NOUN,NOUN,51,26,2000
elmo,hold,0.9004999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1255308.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1255308.023,VERB,VERB,144,87,2000
elmo,so,0.9168,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1291940.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1291940.012,ADV,ADV,561,176,2000
elmo,measure,0.9775,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266792.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266792.024,VERB,NOUN,82,74,2000
elmo,do,0.9526,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1241237.035,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1241237.001,VERB,VERB,1757,1272,2000
elmo,course,0.8888,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1236587.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1236587.008,NOUN,NOUN,103,81,2000
elmo,feel,0.7502000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246555.010,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246555.017,VERB,VERB,283,163,2000
elmo,pick,0.7421,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1277916.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1277916.004,VERB,VERB,55,41,2000
elmo,certain,0.9926,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231804.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231804.001,ADJ,ADJ,125,38,2000
elmo,property,0.8125,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281159.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281159.005,NOUN,NOUN,59,31,2000
elmo,will,0.9973000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306429.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307187.002,VERB,VERB,854,234,2000
elmo,figure,0.9097999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246988.010,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246988.006,NOUN,NOUN,149,86,2000
elmo,lead,0.7298,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1262579.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1262579.008,VERB,VERB,183,42,2000
elmo,life,0.6392,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263339.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263339.012,NOUN,NOUN,158,120,2000
elmo,thing,0.6012000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1298362.011,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1298362.001,NOUN,NOUN,490,61,2000
elmo,present,0.9863,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280476.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280475.003,VERB,ADJ,134,65,2000
elmo,not,0.6607000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1272156.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1272156.004,ADV,ADV,2025,566,2000
elmo,mission,0.6686,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1268424.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1268424.004,NOUN,NOUN,50,25,2000
elmo,generation,0.9810000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250445.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250445.005,NOUN,NOUN,43,29,2000
elmo,well,0.7393000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305640.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305640.010,ADV,ADV,130,73,2000
elmo,wide,0.8090999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306319.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306319.005,ADJ,ADJ,45,37,2000
elmo,reading,0.9187,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283249.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283259.001,VERB,NOUN,350,39,2000
elmo,nature,0.851,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1270646.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1270646.001,NOUN,NOUN,83,45,2000
elmo,last,0.7968999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1262310.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1262310.001,ADJ,ADJ,261,105,2000
elmo,class,0.8692,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1233535.007,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1233535.001,NOUN,NOUN,73,30,2000
elmo,win,0.5448999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306499.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306499.001,VERB,VERB,87,79,2000
elmo,value,0.8617000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1303448.007,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1303448.001,NOUN,NOUN,103,101,2000
elmo,cover,0.8657999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1236650.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1236650.008,VERB,VERB,89,49,2000
elmo,column,0.9118,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234609.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234609.001,NOUN,NOUN,31,26,2000
elmo,now,0.8843,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1272258.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1272258.007,ADV,ADV,932,122,2000
elmo,fall,0.7097,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246101.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246101.020,VERB,VERB,84,54,2000
elmo,matter,0.9766999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266535.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266535.014,NOUN,VERB,120,58,2000
elmo,market,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266136.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266136.008,NOUN,VERB,171,51,2000
elmo,save,0.7339,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287428.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287428.009,VERB,VERB,111,24,2000
elmo,low,0.8312999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1264526.010,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1264526.001,ADJ,ADJ,104,28,2000
elmo,sign,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290621.016,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290621.001,VERB,NOUN,92,45,2000
elmo,run,0.8343,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1286272.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1286272.031,VERB,VERB,155,52,2000
elmo,close,0.9804,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1233814.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1233815.001,ADJ,VERB,73,68,2000
elmo,plant,0.8313,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1278596.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1278596.001,NOUN,NOUN,93,53,2000
elmo,only,0.6131,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273443.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273443.005,ADV,ADV,898,21,2000
elmo,determine,0.5892,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1239831.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1239831.001,VERB,VERB,158,36,2000
elmo,way,0.8454,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305429.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305429.005,NOUN,NOUN,491,154,2000
elmo,say,0.8903000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287486.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287486.008,VERB,VERB,3372,24,2000
elmo,mean,0.9931999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266763.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266773.001,VERB,NOUN,317,77,2000
elmo,manage,0.7752000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1265693.007,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1265693.001,VERB,VERB,50,22,2000
elmo,play,0.7011000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1278708.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1278708.007,VERB,VERB,101,77,2000
elmo,sleep,0.763,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1291344.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1291344.001,VERB,NOUN,100,52,2000
elmo,however,0.7614,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1256065.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1256065.002,ADV,ADV,339,21,2000
elmo,accept,0.7307,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219519.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219519.009,VERB,VERB,79,75,2000
elmo,call,0.8686999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1230162.015,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1230162.001,VERB,VERB,283,225,2000
elmo,shake,0.6803000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289619.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289619.001,VERB,VERB,85,28,2000
elmo,deep,0.7227,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1238936.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1238936.008,ADJ,ADJ,41,28,2000
elmo,may,0.6881,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266614.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266614.003,VERB,VERB,324,31,2000
elmo,hand,0.9639,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1253370.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1253370.023,NOUN,VERB,341,51,2000
elmo,change,0.9707000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1232051.017,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1232051.001,NOUN,VERB,290,224,2000
elmo,former,0.8638999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248537.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248537.003,ADJ,ADJ,74,22,2000
elmo,movement,0.8402,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1269573.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1269573.009,NOUN,NOUN,56,47,2000
elmo,write,0.6962,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307274.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307274.005,VERB,VERB,290,107,2000
elmo,lie,0.8949,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263316.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263316.004,VERB,VERB,75,57,2000
elmo,system,0.6545,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1296611.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1296611.009,NOUN,NOUN,185,103,2000
elmo,witness,0.9693999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306793.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306793.008,NOUN,VERB,46,25,2000
elmo,catch,0.6218,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231288.009,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231288.001,VERB,VERB,47,24,2000
elmo,see,0.7322,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1428150.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1428150.010,VERB,VERB,1131,311,2000
elmo,table,0.946,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1296660.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1296660.006,NOUN,NOUN,83,71,2000
elmo,practice,0.9722999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280076.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280076.009,NOUN,VERB,75,21,2000
elmo,abandon,0.6116,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219230.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219230.003,VERB,VERB,27,21,2000
elmo,rise,0.6301,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1285302.024,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1285302.001,VERB,VERB,56,47,2000
elmo,failure,0.835,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246019.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246019.005,NOUN,NOUN,32,21,2000
elmo,floor,0.7001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247829.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247829.002,NOUN,NOUN,96,32,2000
elmo,concern,0.9982,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235108.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235108.007,VERB,NOUN,91,65,2000
elmo,put,0.6345,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281994.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281994.006,VERB,VERB,223,132,2000
elmo,center,0.9013,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231656.010,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231656.001,NOUN,NOUN,68,49,2000
elmo,develop,0.5992,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1239896.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1239896.009,VERB,VERB,231,60,2000
elmo,mind,0.9806000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1268098.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1268098.009,NOUN,VERB,119,22,2000
elmo,enter,0.7762,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1244298.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1244298.006,VERB,VERB,107,63,2000
elmo,strong,0.6302,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295023.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295023.008,ADJ,ADJ,68,63,2000
elmo,make,0.6666000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1265484.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1265484.001,VERB,VERB,1646,226,2000
elmo,water,0.8524,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305238.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305238.008,NOUN,NOUN,184,49,2000
elmo,range,0.9541999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282974.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282974.026,NOUN,VERB,87,43,2000
elmo,face,0.9839,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1245912.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1245912.017,NOUN,VERB,284,139,2000
elmo,believe,0.5993999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1225789.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1225789.005,VERB,VERB,215,185,2000
elmo,meet,0.9663999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266934.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266936.001,VERB,NOUN,242,235,2000
elmo,repeat,0.7020000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284285.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284285.005,VERB,VERB,48,32,2000
elmo,here,0.6812,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1254554.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1254554.008,ADV,ADV,578,39,2000
